,probs
99668,0.8174332831786759
94950,0.8174388525911852
133541,0.8174412896511376
135440,0.8174441503558454
6972,0.8174608640057474
125725,0.8174613553861265
127197,0.817485865953557
142716,0.8175010441403038
59940,0.8175211266470261
57571,0.8175285165757074
149084,0.8175330775567726
145231,0.8175442278625749
51218,0.8175589532832521
148,0.8175733607299095
106789,0.8175753654498532
98662,0.8175834453343799
1067,0.817590750090921
113676,0.8175975535624967
127826,0.8176150586385903
120146,0.8176254151510384
95052,0.8176384436956089
116698,0.8176500782612853
126962,0.8176580559901444
100060,0.8176592180925155
117302,0.8176816935675791
119318,0.8176847814149815
150608,0.8176939119477596
77820,0.8176979105049023
102300,0.8177217738672447
3007,0.817731232868494
119580,0.8177443904807156
109,0.8177480379696267
51766,0.8177926056063187
914,0.817807885788284
3760,0.8178089428293713
3049,0.817822760172504
55744,0.8178361796690298
126579,0.8178443100017581
128131,0.8178506404729775
42149,0.8178597437609568
58483,0.8178883589902182
140776,0.8178915825767841
144163,0.8179269135354051
47435,0.8179319325698124
134700,0.8179355334505383
52630,0.8179451842706044
92011,0.8179517127882191
50808,0.8179576886690169
128447,0.8179610445466962
54153,0.8179703889860551
75497,0.8179808557155206
124024,0.817994058129239
119774,0.8180149603775714
136353,0.8180624136608824
12963,0.8180836337217516
116991,0.8181023804521471
134805,0.818109965000158
46164,0.8181144822486978
49472,0.8181152852110437
209,0.818125530150873
60407,0.8181269586849835
98893,0.8181277824672751
113213,0.8181342262789553
44539,0.8181556487847793
145546,0.8181578566905615
110668,0.8181642589831158
49951,0.8181809143326922
132716,0.8181989475015746
119881,0.8181991534983274
142960,0.8182043471071069
106983,0.8182069581909839
61874,0.8182355964836105
128511,0.8182472445488328
106438,0.8182620028118945
136532,0.8182776356485011
138581,0.8182776387196475
129839,0.8182840906494668
139296,0.8182946199566516
77827,0.8182962220326384
114748,0.8183388174078828
93521,0.8183529954454078
132025,0.8183669930713637
56760,0.8183705197449413
107711,0.8183799098787977
55924,0.8183868912999691
129094,0.8183939711330368
48282,0.8183947916248537
61114,0.8183948672997076
111356,0.818398636942236
51120,0.8184198624917656
129216,0.8184476872030317
118870,0.8184955935889335
137868,0.8185264426536688
50789,0.8185435167689177
112395,0.8185537127369348
131541,0.818557701194797
102287,0.8185583270409295
84489,0.8185645551974478
12707,0.8185692271638251
69320,0.8185788185555398
44578,0.8186081587003539
48539,0.8186216337161207
115547,0.8186230315996391
59548,0.8186286907197472
2290,0.8186331683294551
50428,0.8186497452329533
101402,0.8186672603943516
57375,0.8186734678080584
126764,0.8186868918789768
126925,0.8186979008927207
50035,0.8186982843727517
134566,0.818753380277778
81861,0.8187769115383438
109524,0.8187857876728365
138286,0.8188017524919919
54396,0.8188163326941409
129021,0.8188374095043334
89348,0.818848139984027
127075,0.8188813782238046
133564,0.8189007044805425
109995,0.8189031411819343
118630,0.8189103977403153
2957,0.8189261649859801
131681,0.8189344233836574
97608,0.8189369781349265
117902,0.8189386709278139
104282,0.8189401187548141
50598,0.8189711247088357
52293,0.8190041387193513
120784,0.8190168547362824
79728,0.8190284879771523
1318,0.8190303177706072
132640,0.8190927857455137
1273,0.8190993836069959
134289,0.8191583217612926
70172,0.819162669390543
129539,0.8191839918319631
142704,0.8191848925069253
58925,0.8192000441939243
940,0.8192192583631627
50676,0.8192228810635599
136875,0.8192446949394955
125321,0.8192688805721535
150523,0.8192728637451018
108520,0.819287828194328
149128,0.8192930323700874
151139,0.8193051627884436
52592,0.8193078252344765
46933,0.8193087365562977
131873,0.8193205015961111
1574,0.8193336520708554
96378,0.8193427494013605
128242,0.819343849831528
102135,0.8193467896437332
140093,0.8193525209814447
140578,0.8193884659058066
132433,0.819404176287506
120130,0.8194114445893748
124073,0.819424755812095
143887,0.8194381155521614
105517,0.8194406161423681
139453,0.8194474248693958
150754,0.8194553407826219
134679,0.8194634104919547
140171,0.8194636924439821
115990,0.8194784431492106
61246,0.8194837059163154
110149,0.8194935017460969
50642,0.81949411838283
586,0.8195283898165981
128547,0.8195344605842982
129082,0.819541758917551
55738,0.8195556641182113
55587,0.8195583990127234
102413,0.8195592367607633
42326,0.8195600397009857
126067,0.8195601803729724
123079,0.8195720361282846
110510,0.8195822436521886
135750,0.8195895718271079
57652,0.8195969376774576
138525,0.819599763392763
132739,0.8196021965501821
56475,0.8196065116812656
136838,0.819608131941465
129388,0.8196149958071174
89685,0.819615531439654
129695,0.8196824462352332
123056,0.8197053709263444
58335,0.8197467280742559
58899,0.8197473190550684
81844,0.8197530591916535
132789,0.8197595333396133
94023,0.8197824067546189
22255,0.8197928244093663
116789,0.8198018265262484
128431,0.8198024516555418
145781,0.8198030268902757
131879,0.8198087134617654
122411,0.8198127566931842
134089,0.8198249292817171
48493,0.8198266037366426
49481,0.8198290168251049
108772,0.8198320337033015
99290,0.8198377249723106
54329,0.8198464039244092
93011,0.8198741694241058
116335,0.8198809110559611
126525,0.8198893453658148
150855,0.8199053585199482
126152,0.819922960630074
127267,0.8199572386589387
120414,0.8199714770278396
95941,0.8199780716571188
129125,0.819986833818458
24267,0.8199911304475828
58856,0.8200103814998553
127381,0.820018602123697
95148,0.8200221676963466
135857,0.8200334914182974
83340,0.8200598170889001
132520,0.8200696911636167
129947,0.8200814646169161
100970,0.8200902831439996
150708,0.8200914342165719
17873,0.8201238985808733
131147,0.8201431309910234
145388,0.8201458979449526
13183,0.820160575695605
53108,0.82016712250686
59667,0.8201771433001822
51492,0.8202085577980677
97072,0.8202092919668736
129015,0.8202170446915481
114422,0.8202218590531157
120103,0.8202352744118674
133845,0.8202419936220822
136108,0.820262381072869
23378,0.8202708486536284
115192,0.820290281199135
145443,0.8203129631712691
34262,0.8203209496864505
56421,0.8203497471137501
61548,0.8203657340602252
55638,0.82037248139042
94044,0.8203737072827869
65522,0.8203948382454752
125582,0.8203975094436093
98775,0.8204028277475306
125500,0.8204257910595637
101015,0.8204315587855451
105779,0.8204522148829484
44565,0.8204546734369645
57707,0.8204642332740123
130448,0.8204657326692639
98972,0.8204675297608559
145775,0.8204860698955903
111879,0.8204906578901621
54449,0.8205192737328041
104515,0.8205591494876167
51532,0.820576015168919
2620,0.820580704781355
138136,0.8206212163740868
83558,0.8206233653815009
1155,0.8206271551725102
59191,0.8206396454890301
149590,0.8206492401112413
141296,0.8206648211099087
50260,0.8206817700973231
97208,0.8206846319894934
75726,0.8207205599552929
147835,0.820759592462483
1760,0.8207939115504062
93010,0.8208089233213453
127407,0.820819555198985
125639,0.8208658053570775
128542,0.8208703345417142
133722,0.8208735905045212
53746,0.8208858531694182
151494,0.8208918246632095
141858,0.8209376452748682
95049,0.8209490055470936
149496,0.8209533735010841
130056,0.8209720573568247
147787,0.8209890216112076
55028,0.8210063042393287
125014,0.8210093261221327
42955,0.8210306805834979
149773,0.8210402390196253
48488,0.8210571630867325
99388,0.8210682683594182
136467,0.8210801699422019
151218,0.8210881685170457
99422,0.8211181706758665
117580,0.8211334525178989
126546,0.8211417709752581
106174,0.8211452175618358
133307,0.8211619503046569
107909,0.821170068873135
54584,0.8211998460744744
4459,0.8212554589956713
129370,0.8212569889006134
44594,0.8212763657889719
108604,0.8213127036804012
46079,0.8213251894738877
149910,0.8213311942158762
98894,0.8213348197229632
101932,0.8213393994516531
43695,0.8213476375732816
112593,0.8213659458831234
47284,0.8214086371808833
141821,0.8214404428777184
135599,0.8214665203927642
57514,0.8214985078532977
1344,0.8215050160576101
103117,0.8215129461161357
92936,0.8215224520901595
3617,0.8215722829674792
94172,0.8215833537297053
136833,0.8215950151457826
111930,0.8216103267580824
48410,0.821636233868591
134269,0.8216905043453838
53193,0.8217218484754757
120867,0.8217332532925906
129272,0.8217378634538399
103044,0.8217478580956179
141883,0.8217545283540628
136942,0.8217553453610149
128116,0.8217597753677258
71389,0.8217734162516368
90748,0.8217806631093846
51135,0.8217907327368568
49416,0.8217948538160589
103569,0.8218015069700457
140606,0.8218032743964464
129422,0.8218070782702672
55818,0.8218111623828659
52931,0.8218130100053169
58305,0.8218262684792103
142765,0.821832605477594
112147,0.8218440564912862
131616,0.8218561747095857
101685,0.8218577441764606
51223,0.8218648127946628
127566,0.8218777726149242
135246,0.8218851342330876
10136,0.8219079602561469
121284,0.8219080917431792
136985,0.8219239077911604
121155,0.8219377309352499
11104,0.8219381525277641
149897,0.8219549569739374
136656,0.8219563668066665
10377,0.8219583254657122
42843,0.8219583310524881
53099,0.8219763874245261
131714,0.8219891846673987
100573,0.8219961250918482
146151,0.8220117749058402
3110,0.82203826966253
147386,0.8220386496014045
130866,0.8220465302829736
142749,0.8220668751562821
58872,0.8220929446653457
95464,0.8221063171611147
136849,0.8221087033858818
129188,0.822115876243146
121560,0.8221296530535537
149623,0.8221636447644844
117379,0.8221765681414747
94791,0.8221938268007302
1453,0.8222029839116255
49147,0.8222050552633852
134894,0.8222189394000938
143005,0.8222233782426839
45107,0.8222638526556918
123632,0.8222661100322801
54340,0.8223259931587726
149504,0.822361179181389
45053,0.8223710072002661
95044,0.8223936483031098
141882,0.8224120380010711
14832,0.8224184799377745
1163,0.8224541514302369
119736,0.8224560923617579
102310,0.8224569651570627
81651,0.8224573390653719
107253,0.8224657102071766
77216,0.822473048272165
128695,0.822475543385797
141586,0.8224949046147223
46904,0.8225042449539709
111351,0.8225127912005779
39744,0.8225376552360738
137148,0.8225507302194245
131373,0.822552457593206
132059,0.8225619945924058
126053,0.8225629756198379
42243,0.8225740251271101
144853,0.8225927002205853
139931,0.822609595558462
106623,0.8226249358306974
127682,0.8226615713762129
105478,0.8226708434134662
121680,0.8226947829748378
29215,0.822707832035454
105577,0.8227183246718079
112993,0.822726346893301
142452,0.8227303626231797
108404,0.8227350254867092
66222,0.8227440453351853
132443,0.8227740480697142
55548,0.8227754695893518
59479,0.8227878346872146
138466,0.8228077147592954
151192,0.8228378360565021
125319,0.8228430303934011
148232,0.8228535804354626
138803,0.8228557968719943
137611,0.822865683642128
60157,0.8228837351464561
110797,0.8228995893793802
43208,0.8229174717572965
116034,0.8229184962047235
114222,0.8229291435338647
110127,0.8229530363573754
113184,0.8229533083946831
137927,0.8229589824988095
59800,0.8229960266079586
134811,0.8229996068451458
109430,0.8230089041814936
146071,0.8230113025466972
998,0.8230151213058946
62019,0.8230288973660511
140670,0.8230308821272171
145108,0.823039895683037
124509,0.8230497227040862
689,0.823060096688608
9678,0.8230602700800902
59283,0.8230618268246708
2732,0.8230636020511863
139429,0.823077658474167
4153,0.8230983043996717
132638,0.8230984313436746
131526,0.8231001676266825
1190,0.8231266671999374
75007,0.8231336633595535
104725,0.8231353856388174
131461,0.8231496962753809
106368,0.823154440365425
106490,0.8231578843203506
115566,0.8231603994766666
2734,0.8231725477061819
22087,0.82317314370941
126484,0.8231841689656397
98483,0.8231855516730554
148512,0.8231868702175614
131292,0.8232004702203958
110714,0.8232096923662928
133206,0.8232216546226715
49398,0.8232311752046179
118376,0.8232377048458003
124639,0.8232620150287909
143391,0.8232664874081986
115100,0.8232753613980442
150147,0.8232819984125406
125936,0.8232974322279685
147974,0.8233225185008696
127617,0.823328009962346
133230,0.8233309711942038
45017,0.8233332078514456
116175,0.8233551533692073
124544,0.823385624521594
97370,0.8233910717446694
112674,0.8234091891212755
51192,0.8234221683199368
91244,0.8234239039135983
140828,0.8234282105376882
1568,0.8234288983620813
45540,0.8234328164072384
112916,0.8234464387623691
107428,0.8234484902810952
2921,0.8234497996600817
137544,0.8234555628371127
122869,0.8234634016193126
46414,0.823463462846969
136785,0.8234659902367711
124851,0.8234790779739031
29826,0.8234800939293306
136812,0.8234955410971945
48650,0.8235006297966238
91569,0.8235184339857784
81340,0.823519054715915
1040,0.8235212756310654
141077,0.8235301987169551
134891,0.8235316843876728
52049,0.8235322004432319
76335,0.82358621631953
125843,0.8236126832625371
127654,0.823620169048156
53176,0.8236530834211822
113368,0.8236624346400926
49878,0.8236668617903325
145427,0.8237033168925996
97626,0.8237211785382696
140311,0.8237276483157491
59843,0.8237363039534416
98590,0.8237440668076492
95320,0.8237487697734958
5569,0.8237523219619481
96061,0.823763307754333
127044,0.8237671838486227
44928,0.8237861668099627
94157,0.8238067917074782
3098,0.8238091430279317
113441,0.8238103070931626
44200,0.8238201217905486
123149,0.8238415532294755
131004,0.8238490124450137
91504,0.823850343420539
67785,0.8238539694513738
120420,0.8238724599915611
95321,0.8238784493650749
1172,0.8238797293872383
99112,0.8238817968749119
126448,0.8238833747590085
144247,0.8238840143743151
28730,0.8239001584892782
112174,0.823911489946571
119787,0.8239316515299132
42491,0.8239348067097327
59977,0.8239443874749767
137396,0.8239539999887082
44060,0.8240429883745125
110099,0.8240627915001169
140447,0.8240853504612051
135184,0.8240879238775636
126107,0.8240899909763356
43886,0.8240907696837675
89775,0.8241204794990205
62143,0.8241747415923731
43663,0.824176151378085
146159,0.8241820623615744
112075,0.8241939019403721
48602,0.824209359400453
125670,0.824226287024337
117090,0.8242272692517331
93958,0.8242276243045654
47985,0.8242415638451334
22592,0.8242584893626544
106752,0.8242712430468079
95958,0.8242876087269154
89470,0.8242912163347961
123870,0.824291258982252
18775,0.8243102735861443
128120,0.8243168109748531
61485,0.8243498404202253
145983,0.8243535151149467
53527,0.8243573599906344
121032,0.8243586929917719
97615,0.8243859462135215
126803,0.8243914576314904
731,0.8244088137128669
111663,0.824427034431744
1096,0.8244765528447384
54879,0.8244834358987746
56843,0.8244853049095019
60125,0.8244870065034999
145843,0.8245386080984575
790,0.8245415308564972
92723,0.8245528156335407
108666,0.8245709729295034
136042,0.8245841485559928
91669,0.8245947145975426
61312,0.8245989570164471
101163,0.8246194798462663
96975,0.8246365541114964
116248,0.8246565028487562
147730,0.8246661367924841
144669,0.8246750421385539
142775,0.824677966720815
19634,0.824693878457696
96605,0.824707924169228
96307,0.8247248298137635
126378,0.8247273544195178
59711,0.8247273646767116
140431,0.8247839157620299
6707,0.8248032460082709
143579,0.824827453829774
137723,0.824833651842701
42486,0.8248458775767349
122739,0.8248613033295449
101815,0.8248616655513266
51474,0.8248786402518912
92627,0.8248835654638473
61589,0.8248963257737992
49012,0.8249224605372701
134073,0.8249398521379044
44362,0.824954965786481
137500,0.8249786058935794
130446,0.8249811951986745
134310,0.8249872471979609
112527,0.8249889087995983
130821,0.8249978613415793
142831,0.8250135709930888
104193,0.8250333517837709
89105,0.825044484424335
45064,0.825050102463855
8196,0.825054383947504
92712,0.8250572828727482
136829,0.825097519910388
142595,0.8251200505032107
132708,0.8251330872457846
93967,0.8251460889521778
51021,0.8251554584128056
2907,0.8251586374376566
28033,0.8251815694599325
52808,0.8251840103767406
126520,0.8251959198641258
139335,0.8252035300552871
118117,0.8252132456536041
16958,0.8252325838926124
38089,0.8252435020810381
112954,0.8253046861409752
88639,0.8253202616129746
90592,0.8253242245116694
62326,0.825326739077589
127679,0.825352982714602
46823,0.8253729001755596
149883,0.825380089837658
91704,0.8253809657446463
879,0.8253993011996755
125954,0.8254043078814679
121924,0.8254186397531318
120045,0.8254256996836739
130869,0.8254271306090413
134752,0.8254463873255641
114248,0.8254637497624722
136822,0.8254716400618821
14,0.8254961955669252
48762,0.8254977207501096
135114,0.8255076289631752
103619,0.8255293403613754
147998,0.8255363940636342
91125,0.8255430277882713
119168,0.8255658888277908
140775,0.8255730961640164
42970,0.825583658790005
51878,0.8255878270427118
102372,0.8255904201825804
98532,0.8255942082275382
44840,0.8255945021133524
132243,0.8256297518252422
55917,0.8256499095062694
3933,0.8256756023521811
95814,0.8257053780636885
130853,0.8257093008877113
61384,0.8257104786308727
149140,0.8257467012972934
142859,0.8257569489163524
97727,0.8257738522646852
39697,0.8257892830563334
137662,0.8258396655745508
44999,0.8258576719622194
135238,0.8258603985216981
89015,0.8259152081635561
121762,0.8259158782946722
130734,0.8259272275150682
101466,0.8259302614052768
47926,0.8259454558297251
126428,0.8259985451518954
91431,0.8260167689171977
9692,0.8260198916240069
1223,0.8260308398977763
126267,0.8260464007611591
47185,0.826086004438373
113513,0.8261233691024905
34266,0.8261281845403411
120928,0.8261439079887727
135042,0.8261480122860918
139862,0.8261504536930733
56172,0.8261534856093123
26638,0.8261670978028149
49061,0.8261711884677962
62832,0.8261725900756465
91638,0.8261866273258747
137649,0.8261883058870879
111861,0.8261906542789913
97736,0.8262047466211383
129332,0.826213674503224
130315,0.8262226675813227
53273,0.8262290049680409
50726,0.8262314052365918
1194,0.826233030701784
100038,0.8262408240262193
132889,0.8262412197873678
14805,0.8262421541452584
142914,0.8262543381513017
122998,0.8262636397816234
125493,0.8262788180389612
131471,0.8262858002431884
137803,0.8262903190726253
53455,0.8263020544828557
98004,0.8263165581066164
112034,0.8263211583438087
13515,0.8263338973231846
49161,0.8263342090978808
9591,0.8263423356116273
132647,0.8263534086376788
96064,0.8263685372590361
151135,0.8263698304524401
100423,0.8263732722659115
129327,0.8263948972902125
141416,0.8264910879648982
127962,0.8265065399481116
150166,0.8265475608539996
130902,0.8265526289794128
90243,0.8265646182259434
111513,0.8265769717670671
48243,0.8265907260273964
144395,0.8265931219300001
43965,0.8266721808131411
60458,0.826675703465442
43475,0.82667772978697
48246,0.8266867734129171
143435,0.8266910389903845
43048,0.82669209506953
44799,0.8266944670119979
59741,0.8266980479614149
136280,0.8267061566491146
60707,0.8267124683905686
121973,0.8267157983765641
11057,0.8267166026234192
48263,0.8267274547112926
106023,0.8267311859853704
142097,0.8267671798325781
83979,0.8267675746411594
111892,0.826786289261171
53661,0.8267904943502487
150109,0.8268029345664665
136564,0.8268309118418918
143796,0.826842958326288
132008,0.82684449364256
54320,0.8268906474384318
126787,0.8269155783767087
140075,0.8269160269249944
99701,0.8269320332648797
120667,0.8269325566006517
99470,0.8269426028765825
151347,0.8269624341552879
76249,0.826972685089472
52773,0.8269757258408527
41316,0.8269887139288983
146707,0.8270032654212027
141487,0.8270224819279203
110217,0.8270277726373133
80238,0.8270293338018401
148240,0.8270309525775703
114487,0.8270326425070519
124939,0.8270491402238201
131170,0.8270683767051413
122854,0.827071244559534
48332,0.8271101846795549
58960,0.8271413378275841
131406,0.8271542360958701
52814,0.8271556988193871
52920,0.8271639310483314
53046,0.8271739487554782
130243,0.8272073808570788
117497,0.8272149373038654
965,0.8272415641845309
89136,0.8272417049236832
108660,0.8272630131236768
131050,0.8272746645764925
97827,0.8272780860135698
104870,0.8272883276740205
98580,0.8272889082510331
128161,0.8272969513472656
54634,0.8273055755756624
137435,0.8273171315176442
139976,0.827322585576979
100490,0.8273294831445569
125574,0.8273305736004933
50905,0.8273415008397463
91718,0.8273722246710438
134990,0.8273796224659402
132128,0.8273974428780424
141324,0.8273992665402842
26093,0.8274321001859636
73528,0.8274609285833395
142900,0.827469754537868
807,0.8274801255857872
148184,0.827491101539443
110128,0.8274922063003995
11742,0.827503353653996
141194,0.8275100031925023
125349,0.8275171719868742
124944,0.827526670176341
43185,0.8275333386444742
151154,0.8275653968934291
143765,0.8275687493831094
26187,0.8275761566010652
117634,0.8275982968083202
147628,0.8276208208004305
44320,0.8276499418879034
2882,0.8276566710140225
124964,0.8276608426186146
51204,0.8276756252125618
125652,0.8277161595760065
127183,0.8277387693575834
95347,0.8277394438129868
136473,0.8277592455749833
1085,0.8277746344053952
99144,0.8277751294561495
58956,0.8277964849240218
6903,0.8278257178551736
128010,0.8278338010258295
56922,0.8278410462605241
108960,0.8278448892745822
126062,0.8278497115250435
48313,0.8278601632282522
290,0.8278606991263328
91253,0.8278718767896488
115496,0.8278802661609928
55737,0.8278982624757204
136934,0.8279034535585901
55374,0.8279170963037954
137095,0.8279315680477615
58668,0.8279562827179944
147817,0.8279701723512068
117971,0.8279721358182078
56898,0.8279769043604549
103055,0.8279780071055145
49152,0.8280013070999074
103207,0.8280166751147787
3122,0.8280212277787085
143713,0.828052687813668
62926,0.8280615696248201
93442,0.8280810914051516
109767,0.8280933550424047
62552,0.828110172023796
1289,0.8281174739833581
129877,0.8281650759747428
93512,0.8281747550380465
91583,0.8281794497817305
114834,0.8281805240688407
89295,0.8281908774973284
97278,0.8282142163297505
5984,0.8282251798388005
57209,0.8282370879616899
146247,0.8282510815491196
53003,0.8282819393034341
141026,0.8283021669026452
53253,0.8283215278222458
48476,0.828322073135765
61533,0.828322168441077
151247,0.8283469983989596
128506,0.8283531430633522
94659,0.8283549695557901
135481,0.8283969566401383
141206,0.8284135959014645
91003,0.8284164119639732
53047,0.8284304986137073
59209,0.8284338907526694
128856,0.8284415643425818
58087,0.8284439535412811
46537,0.8284663391583461
55347,0.8284818945135162
143892,0.8284910286980236
124691,0.828503543978367
5793,0.8285098847290107
109024,0.8285261811168307
103140,0.8285786427602255
57285,0.8286012739075783
45105,0.828603776072418
47149,0.8286074044019421
138720,0.828626495917836
96682,0.8286303668177095
150176,0.8286304252190725
89161,0.8286317748403514
140607,0.82865298262446
139100,0.8286626202973485
1439,0.8286649395701595
10799,0.8286666604930781
108154,0.8286795514677044
113362,0.8286970931619608
49591,0.8287050028059121
125911,0.8287323755891535
135173,0.8287411212283909
151106,0.8287423101674097
81577,0.8287591952191927
25464,0.828772478572193
80627,0.8288312375455925
138749,0.828832989731661
109002,0.8288357513878006
102068,0.8288483338357968
128907,0.8288569176828277
134530,0.828874586546179
705,0.8288831805848083
125369,0.8288836136889413
37149,0.8288842936869045
129537,0.8288896540832428
151777,0.8288965326024161
147123,0.8289086554134631
146694,0.8289107435573305
53467,0.8289434842241761
47257,0.8289467464534037
112288,0.8289599845552501
122109,0.829012280241499
60090,0.8290213686860128
11243,0.8290599758697557
53573,0.829065102913804
123414,0.8290741180521848
146172,0.8290769973309939
124328,0.82908122020045
145361,0.8291029598979593
116051,0.8291098932631576
71280,0.8291146301947633
46463,0.8291160630572013
104031,0.8291249636024944
121682,0.8291318159847922
138052,0.829161074652849
42719,0.8291657730784437
112540,0.8291901390024281
110068,0.8292033470913146
94966,0.829204494285435
121550,0.8292269399528939
61290,0.829231863785697
61646,0.8292361235740435
113377,0.8292405942792183
132600,0.8292490952161589
126074,0.8292507344947803
96260,0.8292524979550845
140473,0.8292785959878067
760,0.8292967401867981
134573,0.829312059360607
62840,0.8293186775422685
100436,0.8293243395478742
128089,0.8293266543021688
109207,0.8293407408695174
137032,0.8293527779250736
137960,0.8293585622607794
141573,0.8293695980507589
121987,0.8293800118206479
139797,0.8293812198253337
95528,0.8294244657818167
133549,0.8294555058334063
94389,0.8294689917620695
126229,0.8294699852243042
101395,0.8294764363666586
115233,0.8295018379835669
52163,0.8295106650784576
118025,0.8295135984475039
43884,0.8295162280708327
113651,0.8295278585198775
145305,0.8295286663502367
121213,0.8295288928974042
118512,0.8295679039443308
59640,0.8295851667244232
143847,0.8295927008552426
8304,0.8296024687358328
94106,0.8296103466571381
110407,0.8296194155018783
43612,0.829622465132983
131728,0.8296255790960863
59705,0.8296490143816211
83999,0.8296547462754754
844,0.8296657297460247
111113,0.8296745569137429
49850,0.8296789398830533
106282,0.8296800032291352
128118,0.829681563151691
104991,0.829681679692818
104752,0.8296884092177383
147556,0.8297082062259048
33901,0.8297189043691966
62081,0.829722559776556
125143,0.8297633591413415
48704,0.8297673811861266
50094,0.8297746599670845
53729,0.8297865628376615
125387,0.8297874016130841
1371,0.8297907068520448
2263,0.8298572479283126
90741,0.8298680609039089
52131,0.829904156348208
123426,0.829911904017051
46147,0.8299157748538344
139860,0.8299401006702042
151547,0.8299426429324595
128826,0.8299451537297898
111267,0.8299468140019715
148645,0.8299471536820798
95795,0.8299576841675387
124969,0.8299648324601686
136783,0.8299704471107038
113327,0.8300138464152631
61099,0.830039391371998
61507,0.8300406068295015
23009,0.8300452661025328
117714,0.8301154625864693
135270,0.8301244912935245
79718,0.8301285086743782
132860,0.8301334157308145
107454,0.8301535274404163
132874,0.8301627920502019
124779,0.8301753743951177
120323,0.8302094777092166
150736,0.8302364785966841
136878,0.8302403496260301
106595,0.8302490307905488
99014,0.8302730700416129
111949,0.8302821446837262
145244,0.8303048333914979
112055,0.8303060334361901
47254,0.8303254928034739
94361,0.830329679777135
10527,0.8303315202939416
141342,0.8303420337067469
56444,0.8303471920563571
53657,0.830358392104112
105152,0.8303685042850277
119530,0.8303726512066025
125906,0.8304355530975568
3726,0.8304507065474
22016,0.830454652509279
140712,0.8304713227506233
90126,0.830476083070095
94841,0.8304899989603272
63508,0.8305056926784843
48565,0.830508657584322
131522,0.8305377359559545
151524,0.8306013569315767
68381,0.8306050249533949
97861,0.8306480707674655
93341,0.8306596885253296
25690,0.8306694535156522
92726,0.8306852341039453
46033,0.8306922597857077
135756,0.830701448754055
120342,0.8307019727977443
150223,0.8307667366781721
86049,0.8307717603150246
137480,0.8307773643757297
89426,0.8307827051145873
147896,0.8307843836696033
1011,0.8308040168536636
130465,0.830816108272912
58965,0.8308281590704696
126986,0.8308382200727429
103568,0.8308537486268062
138067,0.8308650455772925
126287,0.8308715188450239
55993,0.8308779237057407
132286,0.8308960389703189
52446,0.831004208888212
96462,0.8310116254341149
128491,0.8310133653756231
104209,0.8310142865821201
95353,0.831070815854527
124177,0.8310798805651439
138195,0.8310859333745302
117131,0.8310996296039926
89258,0.8311182017057219
86999,0.8311323502975092
61361,0.8311379977887198
